@relation sentimental-analizerTeste


@attribute texto string
@attribute quantAdjetivoPositivo numeric
@attribute quantAdjetivoNegativo numeric
@attribute quantVerboPositivo numeric
@attribute quantVerboNegativo numeric
@attribute classTeste {positivo, negativo, neutro}


@DATA
'No #uol Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fát... https://t.co/fvTFDvA6Wm Via #uol\n&#3;',0,0,1,0,positivo
'#Economia: Temer admite incluir idade mínima na reforma da Previdência https://t.co/GhVVtsqLpl\n&#3;',0,0,1,0,positivo
'Apoiada em manobras de asseclas  Dilma quer reverter o impeachment que o povo pediu!  Leiam o meu artigo “BARALHO”=> https://t.co/1tiEJHAvqn\n&#3;',0,0,0,1,negativo
'E  essencialmente  os golpistas tucanos não querem Temer pq isso mela a imagem deles para voltar ao planalto. Resta saber o que virá depois.\n&#3;',0,1,1,0,positivo
'Exemplo de honestidade  https://t.co/Wg4PoZZ4sU\n&#3;',0,0,0,0,neutro
'Apoiada em manobras de asseclas  Dilma quer reverter o impeachment que o povo pediu!  Leiam o meu artigo “BARALHO”=> https://t.co/8sVZM442Qt\n&#3;',0,0,0,1,negativo
'Dilma vai pra CADEIA! #PassaDilma\n&#3;',0,0,0,0,neutro
'@ronaldocaiado @ivaniacviana volta nele mais" meu voto é sim" lembra disso" o Temer não podia receber um cara desse" né Caiado"\n&#3;',0,0,2,0,positivo
'No #uol Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fát... https://t.co/WFl6bxUpRF Via #uol\n&#3;',0,0,1,0,positivo
'https://t.co/UovNJpFfUD Concordo plenamente o cara asusta até bebê.\n&#3;',0,0,0,0,neutro
'https://t.co/UovNJpFfUD Concordo plenamente o cara asusta até bebê.\n&#3;',0,0,0,0,neutro
'TRE de São Paulo confirma: Temer está inelegível por oito anos https://t.co/QMfRVfcnu6\n&#3;',1,1,1,0,positivo
'No #uol Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fát... https://t.co/AL7AVBINhl Via #uol\n&#3;',0,0,1,0,positivo
'Delação de Cervero ele diz que Lula e Dilma sabia de todos os roubos..E agora @OMARBATISTA @_ps20\n&#3;',0,0,0,0,neutro
'@OMARBATISTA @_ps20 https://t.co/XRDdnrvy0q\n&#3;',0,0,0,0,neutro
'Em delação  Cerveró diz que Dilma mentiu sobre Pasadena https://t.co/KpxYpu6DO2 via @jornal_opopular\n&#3;',0,0,0,1,negativo
'#RestamosNós Michel Temer tem a grande chance de sua vida. De um político medíocre  tornar-se um grande estadista. https://t.co/92EGHYKK0S\n&#3;',0,1,1,0,positivo
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/nURk9j6wQQ via @Estadao\n&#3;',0,0,1,0,positivo
'Villa: Se Dilma voltar  o Brasil vai virar uma Venezuela https://t.co/BeLgagHipJ via @veja\n&#3;',0,0,0,0,neutro
'y repara mis fuerzas;me guía por el recto sendero Aunque cruce por oscuras quebradas  no temeré ningún mal  porque Tú estás conmigo:\n&#3;',1,0,0,0,positivo
'Villa: Se Dilma voltar  o Brasil vai virar uma Venezuela https://t.co/IO11kwcuXf via @veja\n&#3;',0,0,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/63M2eYa2eI\n&#3;',0,0,1,0,positivo
'O Jornal O Globo informa que as viagens do cabelereiro Celso Kamura a Brasília para atender Dilma Rousseff foram... https://t.co/1MrsbU5Pkw\n&#3;',0,0,0,0,neutro
'@ptbrasil @MichelTemer @TSEinfo Só sobrou filho da puta no governo.\n&#3;',0,1,0,0,negativo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/ugefnhu47g\n&#3;',0,0,1,0,positivo
'Temer comemora aprovação de pauta-bomba de R$ 58 bi em reajustes via @UOLNoticias @UOL  https://t.co/Q56H9mHneC\n&#3;',0,0,1,0,positivo
'Temer é um cretino! https://t.co/ZcYgOntUK5\n&#3;',0,1,1,0,positivo
'No debes temer a la oscuridad #desmotivaciones\n&#3;',0,0,1,0,positivo
'#PassaDilma #TchauQuerida #AvanteLavaJato https://t.co/HBS4k5G9oi\n&#3;',0,0,0,0,neutro
'Vía: la_iguanatv: ¿Sabía usted que Michel Temer era informante de la CIA? Sepa los detalles en #Infraganti https://t.co/G8fcdZQhYu\n&#3;',0,0,1,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/AaGlrJBfRz\n&#3;',0,0,1,0,positivo
'Hombre  está suspendida 90 días no habiendo convocado revocatorio si no volviera si seria(aun mas)un golpe de estado https://t.co/yLKJReuZjY\n&#3;',0,0,0,0,neutro
'Hombre  está suspendida 90 días no habiendo convocado revocatorio si no volviera si seria(aun mas)un golpe de estado https://t.co/yLKJReuZjY\n&#3;',0,0,0,0,neutro
'@blogplanalto @MichelTemer N há como dar aumento a ninguém qdo o país atravessa depressão! Sacrifício para todos! Não pagaremos + essa conta\n&#3;',0,0,0,0,neutro
'⚡️ “PGR: secretária de Temer participou de articulação criminosa”https://t.co/DZKXJKyEwo\n&#3;',0,0,1,0,positivo
'@fernandapsol "Sei lidar com bandidos" (Michel Temer)\n&#3;',0,0,1,0,positivo
'No #uol Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fát... https://t.co/s1LxPyrvsQ Via #uol\n&#3;',0,0,1,0,positivo
'@MichelTemer salários deriam ser pelo nível (fundamental  médio  técnico  superior) e não pela categoria ou pelo poder em que se atua...\n&#3;',2,0,0,0,positivo
'@zerohora assustador é a verdadeira merda que tu @Dilma deixou este país\n&#3;',1,1,0,0,neutro
'Picciani é um TRAIDOR do Temer e  como prêmio  recebe a pasta de MINISTRO DOS ESPORTES  em ano de OLIMPÍADAS.  https://t.co/QjsG5Oc34d\n&#3;',0,1,1,0,positivo
'No #uol Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fát... https://t.co/dcnDa1fCKv Via #uol\n&#3;',0,0,1,0,positivo
'O teleprompter roubado por @dilmabr no #petrolão - https://t.co/MVRULpleyc https://t.co/WIHrnMn5xv\n&#3;',0,1,0,0,negativo
'Cadê a PF ?! Responsabilizem o ex- presidente do Banco imediatamente!! https://t.co/8MjU0BrvUP\n&#3;',0,0,1,0,positivo
'@g1  @dilmabr "sabia tudo sobre Pasadena  afirma Cerveró em delação premiada" https://t.co/NMWSlTOCbS https://t.co/EtIB96XrUU\n&#3;',0,0,0,0,neutro
'@BlogdoNoblat uma não justifica a outra  Dilma não acusa nada  isso realmente aconteceu  palavra dos próprios...\n&#3;',0,0,1,0,positivo
'@o_antagonista @MichelTemer desculpem o meu termo chulo. Trocaram as privadas mas as merdas são as mesmas.\n&#3;',1,1,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/2wcLQmnImW\n&#3;',0,0,1,0,positivo
'Gata  se até o Suplicy finalmente conseguiu audiência com a Dilma depois de três anos que tal você me dar uma chance?\n&#3;',0,0,0,0,neutro
'Alguém ainda recebia pra fazer aquilo no cabelo daquela moça ?!  https://t.co/i3gjtaGva4\n&#3;',0,0,0,0,neutro
'"Delator diz que contrato do Planalto pagou despesa de campanha de Dilma" https://t.co/3FNIfHoGuR\n&#3;',0,0,0,0,neutro
'"ah então tava esquecendo de falar.. Fora Temer" https://t.co/RO0Wz9iDl5\n&#3;',0,0,0,1,negativo
'@MichelTemer @blogplanalto é assim que vocês pretendem colocar ordem no Brasil? Tá fácil gastar o dinheiro do povo! https://t.co/njEVJmM7Ux\n&#3;',1,0,0,0,positivo
'R.M. petroleiro: Dilma é recebida com gritos de "volta querida"  no... https://t.co/nf0UF2OPk2\n&#3;',0,0,0,0,neutro
'Retweeted Brasil 247 (@brasil247):Guilherme Weber  no Jô: "ultimamente  Fora Temer" | Brasil 24/7... https://t.co/7LYdqlN2PG\n&#3;',0,0,0,1,negativo
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/Dchkguaz01 via @Estadao\n&#3;',0,0,1,0,positivo
'https://t.co/AThc4Uk0PI : Promessas de Temer e mais 14.419 cargos federais https://t.co/6HXwwC8iWj\n&#3;',0,0,1,0,positivo
'Para S&P  governo Temer é oportunidade de encerrar recessão | https://t.co/rTTrhJ2SNP https://t.co/pybheycLx1\n&#3;',0,0,1,0,positivo
'Deus reclama de excesso de orações pedindo Temer como patrão  após aumento em plena crise https://t.co/0hCrFvpEqk\n&#3;',0,0,1,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/mCr2e0ZfGM\n&#3;',0,0,1,0,positivo
'Temer prevê idade mínima maior para aposentadoria https://t.co/G8b3kAJenF\n&#3;',0,0,1,0,positivo
'Governistas tentam antecipar votação para afastar Dilma e STF pode decidir #G1 https://t.co/eBK7COXpmN\n&#3;',0,0,0,1,negativo
'Temer admite incluir idade mínima na reforma da Previdência – Terra Brasil: Terra Brasil… https://t.co/MvSrGKFK4x\n&#3;',0,0,1,0,positivo
'Verdade! Nós somos testemunhas d como  funcionou! Ah  se não fosse  @MPF_PGR #Temer não retroceda  o ~ foi correto. https://t.co/Vgkc5aYqc5\n&#3;',1,0,0,0,positivo
'E-mails incriminam Dilma por  Pasadena #PassaDilma https://t.co/kNy8AFOv5N\n&#3;',0,0,1,0,positivo
'Temer considera discreto reajuste salarial com impacto bilionário no Orçamento https://t.co/5wwrkSC4Y4\n&#3;',0,0,1,0,positivo
'"Aposentada"  Dilma vira alvo de piada no "Saturday Night Live" https://t.co/AQ3MWRLvnD via @jornal_opopular\n&#3;',0,0,0,0,neutro
'Aumento do judiciário:rombo d R$ 58 bilhões Criação d 14.419 cargos federais(quase 4 X o q Temer prometeu cortar)Calma.Ta só começando😘\n&#3;',0,0,1,0,positivo
'Ex-diretor diz que Dilma sabia de Pasadena e envolve filho de FHC https://t.co/iYtBjuX6Nw\n&#3;',0,0,0,0,neutro
'Se tomar essa atitude Romário pisará literalmente na bola  além de marcar gol contra.#Brasillivredopt  https://t.co/ddGbyGBFdS\n&#3;',0,0,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/1uqDpWYQPY\n&#3;',0,0,1,0,positivo
'@dilmabr  a "ilibada" que foi sem nunca ter sido... https://t.co/MDgLumWfxC\n&#3;',0,0,0,0,neutro
'E A CRISE??? Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/T69P6fj9hu #folha\n&#3;',0,0,1,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/sgI7M5suqo\n&#3;',0,0,1,0,positivo
'#LADRÕES @SenadoFederal @dilmabr @RomarioOnze Esse não é o tal $$ Ronaldinho dos Negócios$? https://t.co/mZlvwbxSVL https://t.co/gQQQkrltnp\n&#3;',0,0,0,0,neutro
'@UniBH URGENTE!! AVISO que DILMA ROUSSEFF e partido PT USURPOU minha identidade. Fiz DENUNCIA ao MPF ONU e ao  Juiz Sérgio MORO.\n&#3;',0,1,0,1,negativo
'#ForaTemerGolpistaVários golpes dentro do golpe.   https://t.co/8KpJhvYaYH\n&#3;',0,0,0,0,neutro
'#VanzoNews https://t.co/CrBt11yJfk\n&#3;',0,0,0,0,neutro
'#ForaTemerGolpistaVários golpes dentro do golpe.   https://t.co/8KpJhvYaYH\n&#3;',0,0,0,0,neutro
'Mais um prejuízo do governo do PT é nos obrigar a aceitar o RUIM https://t.co/bffPSmYDwm\n&#3;',0,1,0,0,negativo
'@FAXINANOPODER_ @MichelTemer @LidPSDBsenado  Sai governo entra governo e o povo se ferra tudo indica que o governo Temer sera mais pra elite\n&#3;',0,0,0,0,neutro
'Sem Dilma  Anatel volta atrás e não vai impedir operadoras de limitar internet fixa. Obs. https://t.co/K5HAvuZUdO\n&#3;',0,0,0,0,neutro
'Cerveró delata Dilma e filho de FHC em depoimento à Lava Jatohttps://t.co/d4e56Uilgx https://t.co/EaBoYuuiem\n&#3;',0,0,0,0,neutro
'Em primeiro lugar  #ForaTemerEm segundo: bom dia a todas e a todos.Contradição do dia: " em acordo com Temer ... https://t.co/ZBisthuL9M\n&#3;',1,0,1,0,positivo
'Minister of Cities: Dilma has bad checks to state and county https://t.co/9XVDlzTIjm\n&#3;',0,0,0,0,neutro
'https://t.co/AThc4Uk0PI : Esquema da Petrobras pagou até cabeleireiro de Dilma  diz colunista https://t.co/tc9dmCbmda\n&#3;',0,0,0,0,neutro
'@ggreenwald Esquema da Petrobras pagou despesas pessoais de Dilma Rousseff.#PassaDilma\n&#3;',0,0,0,0,neutro
'Ex-diretor da Petrobras  Nestor Cerveró  disse que Dilma sabia de todos os detalhes da compra da refinaria de Pasadena  inclusive de propina\n&#3;',0,0,0,0,neutro
'E quem paga o pato? Você. https://t.co/qKa4RsvQ1p\n&#3;',0,0,0,0,neutro
'E-MAILS INCRIMINAM DILMA POR PASADENA: https://t.co/NDNdBQSPQ6\n&#3;',0,0,1,0,positivo
'#PassaDilma. Passa Temer passa Aécio passa Jucá passa Renan passa a limpo o. Brasil\n&#3;',1,0,1,0,positivo
'#sigame BB: computadores somem na saída de Dilma: Suspeita é de queima de arquivos  segundo colunista do Me... https://t.co/cqEh31yXyt\n&#3;',0,1,0,0,negativo
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência - https://t.co/RHbyKABcdA\n&#3;',0,0,1,0,positivo
'@ronaldocaiado sinto REALMENTE que ser honesto correto pessoa de bem não vale nada no Brasil!JOSÉ RAINHA ser recebido por TEMER é muito!!\n&#3;',0,0,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/kE7bs2r9wy\n&#3;',0,0,1,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/VH3pkHPZCM\n&#3;',0,0,1,0,positivo
'E ai coxada  vamos bater panela  ou uma das 14 mil vagas já tua??? https://t.co/3wSiHJrLso\n&#3;',0,1,0,1,negativo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/2gpgiic54O\n&#3;',0,0,1,0,positivo
'El Gobierno provisional de Michel Temer está preocupado por la posibilidad de no conseguir los votos necesarios... https://t.co/vUrCM5X6ux\n&#3;',0,1,1,0,positivo
'Temer preocupado por posible retorno de Rousseff a la presidencia https://t.co/Zv6zO2051x https://t.co/5OAnQJ7Ng5\n&#3;',0,1,1,0,positivo
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/m68YLOAVYP via @folha\n&#3;',0,0,1,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/CVpr9XBAaB\n&#3;',0,0,1,0,positivo
'Temos que tirar a Dilma ou ela vai criar a CPMF... Não podemos mais pagar o pato...e você acreditou? https://t.co/UBBmF6ABfZ\n&#3;',0,0,1,0,positivo
'Dilma sabia tudo sobre Pasadena  afirma Cerveró em delação premiada  https://t.co/BMc0IvL9jO via @g1\n&#3;',1,0,0,0,positivo
'Os brasileiros trabalhadores honestos esperam por isso.#ImpeachmentJá https://t.co/as1ShJqQFc\n&#3;',2,0,0,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/4iiuFY49kZ\n&#3;',0,0,1,0,positivo
'Retweeted ComTexto Jurídico (@felderamitaf):Professores da Unicamp decidem por greve e incluem “Fora  Temer” em... https://t.co/RZbBiQpizw\n&#3;',0,0,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/djWqfTCNbH\n&#3;',0,0,1,0,positivo
'Sexta feira braba. Noblat queima até os fundilhos do interino intestino. Essa Globo é danada. https://t.co/Tyf4uiEPnH\n&#3;',1,1,1,0,positivo
'Ministro de Temer admite "preocupación" por un eventual retorno de Rousseff https://t.co/r75bhhRstW\n&#3;',0,0,1,0,positivo
'Porra  Temer  que soco na cara dos coxinhas  hein? Pq na minha cara esse soco vc deu desde q deu o golpe. #ForaTemer https://t.co/DMB8qHev0C\n&#3;',0,0,1,0,positivo
'Mesmo com delação de Cerveró  há receio de que alguns senadores que votaram pelo afastamento de Dilma possam recuar na votação final\n&#3;',0,0,1,0,positivo
'Crises do governo Temer fazem senadores reavaliarem impeachment https://t.co/NZC9qQBIFQ\n&#3;',0,0,1,0,positivo
'Após prova do golpe em gravações  Merval da Globo diz (sem prova) q Dilma teve despesa pessoal paga com $ ilícito.  https://t.co/YKOOD9Kktx\n&#3;',0,1,0,0,negativo
'¿Sabía usted que Michel Temer era informante de la CIA? Sepa los detalles en #Infraganti https://t.co/pFo29Cvcd2\n&#3;',0,0,1,0,positivo
'@TerraNoticiasBR Cerveró:Suponho que sabia  mas nunca tratei de propina c/ Dilma". Cerveró NÃO DELATOU DILMA. Leiam o depoimento  canalhas.\n&#3;',0,1,0,0,negativo
'Sério? Poxa... https://t.co/Hm91FZdIM2\n&#3;',1,0,0,0,positivo
'TCU quer devassa no BNDES - US$ 5 bilhões para amigos da dupla corrupta Lula-Dilma. A propósito  por que Lula .. https://t.co/Lym6Oqsfch\n&#3;',1,2,0,0,negativo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/7CIzBmg7gu\n&#3;',0,0,1,0,positivo
'Curiosidade: Por que não vejo xs amigxs que queriam a saída da Dilma para "acabar com a corrupção no Brasil" pedindo a saída de Temer? 🤔\n&#3;',0,0,1,0,positivo
'Curiosidade: Por que não vejo xs amigxs que queriam a saída da Dilma para "acabar com a corrupção no Brasil" pedindo a saída de Temer? 🤔\n&#3;',0,0,1,0,positivo
'Sabrina Sato Kamura ficou RYYYYYYYCA  com dinheiro roubado! https://t.co/q19YgZsWLE\n&#3;',0,1,0,0,negativo
'Guilherme Weber  no Jô: “ultimamente  Fora Temer”. Assista https://t.co/3mx3bXcQXD via @tijolaco// cara maravilhoso  esse Guilherme\n&#3;',1,0,0,1,positivo
'(uol) Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes ... https://t.co/ul5fO5EdeY\n&#3;',0,0,1,0,positivo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/ORDXc7DRjh #folha\n&#3;',0,0,1,0,positivo
'DYLMA PRESA AMANHÃ https://t.co/xCJ48FcN7A\n&#3;',0,1,0,0,negativo
'@andrezamatais   a CGU sempre foi um Órgão técnico com servidores na maioria dos cargos comissionados. #voltaCGU  https://t.co/VvmZ5PK9RK\n&#3;',0,0,0,0,neutro
'Pior que as despesas com o visual não adiantaram porra nenhuma. https://t.co/Zh0vaXPHUR\n&#3;',0,1,0,0,negativo
'@Hellblazer2014 @matheusbrazmatt @GugaTrigueiros @DepBolsonaro @BolsonaroSP @FlavioBolsonaro @CarlosBolsonaro  @MichelTemer @ronaldocaiado\n&#3;',0,0,0,0,neutro
'https://t.co/00Cg7vn408\n&#3;',0,0,0,0,neutro
'Quem é contra @MichelTemer quer a volta da Dilma. Você quer? https://t.co/ATI9j6QAwT\n&#3;',0,0,0,0,neutro
'Quem é contra @MichelTemer quer a volta da Dilma. Você quer? https://t.co/ATI9j6QAwT\n&#3;',0,0,0,0,neutro
'#SUSOlha a "batata quente" que deixaram nas mãos de #Temer\n&#3;',0,0,0,0,neutro
'Sem provas e sem delação para incriminar Lula  MP ameaça com prisão https://t.co/fImQl8bNxo #Dilma #PT #LULA\n&#3;',0,0,0,1,negativo
'Avalio muito corretamente. Esta mulher não merece estrela  já merecia estar presa junto com o Lula e quadrilha. https://t.co/i0duDiLGqN\n&#3;',0,1,0,0,negativo
'Delator revela desvio de dinheiro em contrato da Presidência para pagar dívida da campanha de Dilma https://t.co/3k3ZFGmU6s\n&#3;',0,0,0,0,neutro
'¿Debe temer la aventura gráfica ser fagocitada por los juegos actuales de Telltale? https://t.co/7H2RR0IA8S https://t.co/PW0rwpw11R\n&#3;',0,0,1,0,positivo
'#PassaDilma #TchauQuerida 👊🏻🇧🇷 https://t.co/OmuZfoNpXu\n&#3;',0,0,0,0,neutro
'#PassaDilma #TchauQuerida 👊🏻🇧🇷 https://t.co/OmuZfoNpXu\n&#3;',0,0,0,0,neutro
'Anastasia (PMDB): "Dilma tem amplo direito de defesa  desde que não venha com provas de que houve golpe e travamento da Lava-Jato".\n&#3;',1,0,0,0,positivo
'https://t.co/AThc4Uk0PI : Sumiram os computadores do Banco do Brasil  hein Dilma? https://t.co/LGCQeQ0JLf\n&#3;',0,0,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/f2cR00ifqV\n&#3;',0,0,1,0,positivo
'acabei de fazer a prova de redação e botei a dilma sofreu golpe sim  ainda bem q a prof é petista qjskka\n&#3;',0,0,0,1,negativo
'https://t.co/xj3HUMTz0x https://t.co/1PMEayKXEN\n&#3;',0,0,0,0,neutro
'@dilmabr disse q poderia me ajudar no STF  diz @DepEduardoCunhahttps://t.co/NpBfGWpB0XBom Dia  td indica q Ele seja m um corrupto  mas....\n&#3;',0,1,0,0,negativo
'@folha eu to falando à delação só tem atenção das mídias quando o assunto é Dilma ou Lula caso contrário Cevero teve até aula de atuação\n&#3;',0,0,0,0,neutro
'@BlogOlhoNaMira @o_antagonista @dilmabr Lula é uma alma honesta\n&#3;',2,0,0,0,positivo
'Alguém avisa o ministro que foi exatamente por isso que vincularam o ingresso na carreira pública ao concurso. https://t.co/KOIeyvcTnH\n&#3;',0,0,0,0,neutro
'Agora a EBC volte a usar o termo correto para o golpista do @MichelTemer  presidente INTERINO... Chupa seu pangaré!\n&#3;',1,1,1,0,positivo
'#OperacaoBetaLab Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: E... https://t.co/FPKGkyzKRj #SDV #TIMBETA\n&#3;',0,0,1,0,positivo
'A mídia sem escrúpulo e a tentativa de incriminar Dilma. Inútil  ela está na rua https://t.co/F9Tl02iaen\n&#3;',0,1,0,1,negativo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/ou4IjFiGFn\n&#3;',0,0,1,0,positivo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/gjUAqQj2yH\n&#3;',0,0,1,0,positivo
'Mais um???? E as hienas golpistas aplaudem. https://t.co/2SviiB9jVG\n&#3;',0,1,1,0,positivo
'Literalmente fofoca de salão..... https://t.co/ayXvCptvHp\n&#3;',0,0,0,0,neutro
'Cana pra essa ladra vagabunda. https://t.co/vx2Drae5SR\n&#3;',0,2,0,0,negativo
'😱😱😱 https://t.co/7980EMa4ZW\n&#3;',0,0,0,0,neutro
'@ptbrasil @MichelTemer @TSEinfo\n&#3;',0,0,0,0,neutro
'Bom dia @empiricus - 50 bi de pauta bomba.- 14 mil cargos criados- Secretária de Temer avisada pela PGR de esquema CRIMINOSO.\n&#3;',2,1,1,0,positivo
'@pauloquaresma2 @fmaier50 @RomarioOnze @dilmabr @letrasLTDA @Ca_Moredi @MirandaSa_ @monikalive Cara peixe vagabundo vc ñ tem vergonha mesmo\n&#3;',0,1,0,0,negativo
'https://t.co/AThc4Uk0PI : Temer não descarta volta da CPMF https://t.co/dSYejK4R5s\n&#3;',0,0,1,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/Tp1vryW5U8\n&#3;',0,0,1,0,positivo
'TUDO BEM! O INTERINO TUDO PODE  NÉ???Secretária fez parte de articulação criminosa  diz Procuradoria https://t.co/iMViJLsfP4\n&#3;',0,0,0,0,neutro
'Dilma mentiu sobre Pasadena  diz Cerveró https://t.co/YiX9wyATMX\n&#3;',0,0,0,1,negativo
'SECRETARIA DE TEMER TEM CURRICULUM PERFEITO PARA O GOVERNO INTERINO GOLPISTA ESPIÃO CORRUPTO LADRÃO https://t.co/Ip7M3soazD\n&#3;',1,2,1,0,positivo
'E o Brasil Ó! https://t.co/iPhvibuxs3\n&#3;',0,0,0,0,neutro
'E o Brasil Ó! https://t.co/iPhvibuxs3\n&#3;',0,0,0,0,neutro
'Alguém leva Temer a sério lá fora? https://t.co/1bCkBYLUkG\n&#3;',1,0,1,1,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/untuyL49H7\n&#3;',0,0,1,0,positivo
'‘Dilma deve voltar ao governo para a retomada da democracia’  diz Fontana https://t.co/CbgoHdQNA6\n&#3;',0,0,0,0,neutro
'O Temer disse que a queda menor do PIB entre JANEIRO e MARÇO já foi fruto da sua gestão  que... https://t.co/SHzAErlfFV via @choracuica\n&#3;',0,0,1,0,positivo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/eGUhFlZZZF\n&#3;',0,0,1,0,positivo
'https://t.co/K7XwUCtot9\n&#3;',0,0,0,0,neutro
'Esse aumento dos salários públicos em meio à crise e comemorado de forma descarada pelo Temer só mostra a natureza do governo dele: Golpista\n&#3;',0,2,1,0,positivo
'se for eu tomo uma cerveja.  https://t.co/v721Swa4zw\n&#3;',0,0,0,0,neutro
'@o_antagonista @dilmabr Dilminha  isso é golpe né? Vc NUNCA saberia desse esquema na PTrobras..... Afinal de contas  vc nem trabalhou lá!!!\n&#3;',0,0,0,0,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/e1dyxshFUr\n&#3;',0,0,1,0,positivo
'Sumiram computadores do BB na saída de Dilma via @DiariodoPoder - https://t.co/F9mvHhNo51\n&#3;',0,0,0,0,neutro
'Sumiram computadores do BB na saída de Dilma via @DiariodoPoder - https://t.co/iZPFlCR2TO\n&#3;',0,0,0,0,neutro
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/YJoRH27L4Z via @folha\n&#3;',0,0,1,0,positivo
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/ipcFcIvyLR\n&#3;',0,0,1,0,positivo
'cada um com a sua conta... https://t.co/b3RLyBumxF\n&#3;',0,0,0,0,neutro
'Alexandre Frota insinua que Romário vendeu voto à Dilma: Sem Coragem https://t.co/16Vcdwk1oJ\n&#3;',0,0,1,1,neutro
'Fraude com emenda parlamentar: Secretária de Temer desviou R$ 4 mi  diz PGR: Ex-deputada Fátima Pelaes é acus... https://t.co/03IbW4mlN7\n&#3;',0,0,1,0,positivo
